GPS Dump generated by lap tracker, see: github.com/edward-dunton/lap-tracker

12:07:41.50>	LAT:52.80368805		LONG:-1.10811400	MPH:0.10	M/S^2:-0.154	M/S^2 Lat:0.000
12:07:41.60>	LAT:52.80368805		LONG:-1.10811412	MPH:0.10	M/S^2:0.000	M/S^2 Lat:0.000
12:07:41.70>	LAT:52.80369186		LONG:-1.10811448	MPH:0.09	M/S^2:-0.051	M/S^2 Lat:0.051
12:07:41.80>	LAT:52.80369186		LONG:-1.10811484	MPH:0.09	M/S^2:0.000	M/S^2 Lat:0.000
12:07:41.90>	LAT:52.80368805		LONG:-1.10811520	MPH:0.15	M/S^2:+0.257	M/S^2 Lat:0.256
12:07:42.00>	LAT:52.80368805		LONG:-1.10811520	MPH:0.20	M/S^2:+0.206	M/S^2 Lat:0.000
12:07:42.10>	LAT:52.80369186		LONG:-1.10811555	MPH:0.10	M/S^2:-0.412	M/S^2 Lat:0.000
12:07:42.20>	LAT:52.80369186		LONG:-1.10811567	MPH:0.14	M/S^2:+0.154	M/S^2 Lat:0.154
12:07:42.30>	LAT:52.80369186		LONG:-1.10811603	MPH:0.13	M/S^2:-0.051	M/S^2 Lat:0.000
12:07:42.40>	LAT:52.80369186		LONG:-1.10811639	MPH:0.01	M/S^2:-0.514	M/S^2 Lat:0.000
12:07:42.50>	LAT:52.80369186		LONG:-1.10811651	MPH:0.23	M/S^2:+0.977	M/S^2 Lat:0.000
12:07:42.60>	LAT:52.80369186		LONG:-1.10811698	MPH:0.12	M/S^2:-0.514	M/S^2 Lat:0.000
12:07:42.70>	LAT:52.80369186		LONG:-1.10811722	MPH:0.25	M/S^2:+0.617	M/S^2 Lat:0.000
12:07:42.80>	LAT:52.80369186		LONG:-1.10811734	MPH:0.03	M/S^2:-0.977	M/S^2 Lat:0.000
12:07:42.90>	LAT:52.80369186		LONG:-1.10811770	MPH:0.03	M/S^2:0.000	M/S^2 Lat:0.000
12:07:43.00>	LAT:52.80369186		LONG:-1.10811806	MPH:0.06	M/S^2:+0.103	M/S^2 Lat:0.000
12:07:43.10>	LAT:52.80369186		LONG:-1.10811806	MPH:0.16	M/S^2:+0.463	M/S^2 Lat:0.000
12:07:43.20>	LAT:52.80369186		LONG:-1.10811818	MPH:0.15	M/S^2:-0.051	M/S^2 Lat:0.000
12:07:43.30>	LAT:52.80369186		LONG:-1.10811853	MPH:0.14	M/S^2:-0.051	M/S^2 Lat:0.000
12:07:43.40>	LAT:52.80369186		LONG:-1.10811853	MPH:0.15	M/S^2:+0.051	M/S^2 Lat:0.000
12:07:43.50>	LAT:52.80369186		LONG:-1.10811865	MPH:0.15	M/S^2:0.000	M/S^2 Lat:0.000
12:07:43.60>	LAT:52.80369186		LONG:-1.10811865	MPH:0.09	M/S^2:-0.257	M/S^2 Lat:0.000
12:07:43.70>	LAT:52.80369186		LONG:-1.10811877	MPH:0.06	M/S^2:-0.154	M/S^2 Lat:0.000
12:07:43.80>	LAT:52.80369186		LONG:-1.10811901	MPH:0.05	M/S^2:-0.051	M/S^2 Lat:0.000
12:07:43.90>	LAT:52.80369186		LONG:-1.10811901	MPH:0.02	M/S^2:-0.103	M/S^2 Lat:0.000
12:07:44.00>	LAT:52.80369186		LONG:-1.10811937	MPH:0.06	M/S^2:+0.154	M/S^2 Lat:0.000
12:07:44.10>	LAT:52.80369186		LONG:-1.10811937	MPH:0.13	M/S^2:+0.309	M/S^2 Lat:0.000
12:07:44.20>	LAT:52.80369186		LONG:-1.10811949	MPH:0.16	M/S^2:+0.154	M/S^2 Lat:0.000
12:07:44.30>	LAT:52.80369186		LONG:-1.10811973	MPH:0.07	M/S^2:-0.412	M/S^2 Lat:0.000
12:07:44.40>	LAT:52.80369186		LONG:-1.10811996	MPH:0.07	M/S^2:0.000	M/S^2 Lat:0.000
12:07:44.50>	LAT:52.80369186		LONG:-1.10811996	MPH:0.12	M/S^2:+0.206	M/S^2 Lat:0.000
12:07:44.60>	LAT:52.80369186		LONG:-1.10811996	MPH:0.20	M/S^2:+0.360	M/S^2 Lat:0.000
12:07:44.70>	LAT:52.80369186		LONG:-1.10812020	MPH:0.06	M/S^2:-0.617	M/S^2 Lat:0.000
12:07:44.80>	LAT:52.80369186		LONG:-1.10812020	MPH:0.14	M/S^2:+0.360	M/S^2 Lat:0.000
12:07:44.90>	LAT:52.80369186		LONG:-1.10812020	MPH:0.10	M/S^2:-0.154	M/S^2 Lat:0.000
12:07:45.00>	LAT:52.80369186		LONG:-1.10811996	MPH:0.08	M/S^2:-0.103	M/S^2 Lat:0.000
12:07:45.10>	LAT:52.80369568		LONG:-1.10812032	MPH:0.12	M/S^2:+0.154	M/S^2 Lat:0.154
12:07:45.20>	LAT:52.80369568		LONG:-1.10812044	MPH:0.07	M/S^2:-0.206	M/S^2 Lat:0.205
12:07:45.30>	LAT:52.80369568		LONG:-1.10812068	MPH:0.05	M/S^2:-0.103	M/S^2 Lat:0.000
12:07:45.40>	LAT:52.80369568		LONG:-1.10812068	MPH:0.05	M/S^2:0.000	M/S^2 Lat:0.000
12:07:45.50>	LAT:52.80369568		LONG:-1.10812080	MPH:0.01	M/S^2:-0.154	M/S^2 Lat:0.000
12:07:45.60>	LAT:52.80369568		LONG:-1.10812104	MPH:0.00	M/S^2:-0.051	M/S^2 Lat:0.000
